,Unnamed: 0,user_id,cleaned_tweets,sentiment,sentiment_category,support_candidate,user_support_candidate,user_support_level
387,171766,410399203.0,obama&amp; iran-selling out america &amp; jeopardizing our security is a running theme with democratic administrations. remember when clinton admin allowed his donors to sell technology to advance china’s rocket capabilities decades from where they were??  joebiden is china’s bitch,-0.9720742967911065,negative,-1,trump,-0.375
415,100569,7.890616406962954e+17,joebiden has been caught. he is corrupt.,-0.9771382575854659,negative,-1,trump,-0.3333333333333333
436,208873,4854277666.0,"why are so many  democrats afraid of tucker interviewcwith tony  bobulinski, its shows the  biden crime family at work, 🇨🇳🇷🇺🇰🇿🇳🇪🇺🇦",-0.9003400313667953,negative,-1,trump,-0.4
477,45869,27282113.0,climate change unchecked means there won’t be an iowa.  climateaction  vote  biden,-0.16930321604013443,negative,-1,trump,-0.4444444444444444
491,29843,3885571573.0,wdistelcamp  mrandyngo or at least follow the  joebiden principle of counterterrorism and shoot him in the knee. 😉,-0.8705186410807073,negative,-1,trump,-0.3333333333333333
500,72013,1.1865708428152504e+18,"joebiden those  hunterbidenlaptop leads right to you man,  biden - set the record straight  bidenharris2020",0.7317962753586471,positive,1,trump,-0.4838709677419355
511,239175,1.2792825776777994e+18,"if you believe this comment from  joebiden, you must also believe the  media isn't suppressing conservative voices.

biden: nothing unethical about son‘s business dealings while i was vp   via  breitbartnews",-0.0826212577521801,negative,-1,trump,-0.45454545454545453
514,252745,1.2792825776777994e+18,davidaxelrod - the guru behind  obama's election victories - is now growing highly concerned.  the reality is the enthusiasm for  biden isn't here.  the  dogs aren't eating the  dogfood.,-0.28162894770503044,negative,-1,trump,-0.45454545454545453
519,164565,9.892722348657868e+17,sometimes the truth just slips out.   joebiden,-0.12352566793560982,negative,-1,trump,-0.3333333333333333
530,62174,25279272.0,the walls are caving in! joe biden goes into hiding as he realizes he's ...   via  youtube  hunterbidenemails  hunterbiden  joebiden,-0.3816823549568653,negative,-1,trump,-0.25
535,279739,2989226131.0,jeneps this catholic is voting for  biden. we’re not one issue voters.,-0.13793395459651947,negative,-1,trump,-0.42857142857142855
541,287599,63336563.0,"joebiden “no, the american voters do not deserve to know what i’m doing” -  joebiden",-0.9569769755471498,negative,-1,trump,-0.3333333333333333
545,55684,2963451187.0,"suermichael  askexpect  kyledcheney ok, at least you are considering that that part is true. nice. 

how do you feel about the emails that former hunter biden business partner, bevan cooney, provided to peter schweizer by giving him access to his gmail account? 
 
 hunterbiden  joebiden",0.39104875596240163,positive,1,trump,-0.4
565,186967,190878483.0,"no, joe, “russian collusion” was a smear campaign from hillary, spreading russian disinfo.  hunters  laptopfromhell is 💯% confirmed real.

biden rips hunter  biden email leak as 'smear campaign,' says russia trying to spread disinformation 

 cnn  msnbc",-0.851492578163743,negative,-1,trump,-0.4666666666666667
573,150417,2957150872.0,realjameswoods  savannahguthrie displayed fear when questioning  biden she didn't want to disappoint him.,-0.7862885515205562,negative,-1,trump,-0.3333333333333333
577,201474,158403886.0,brianstelter we don’t knox who biden was talking to. even  biden himself doesn’t know. you can only speculate.,-0.5998622849583626,negative,-1,trump,-0.2727272727272727
586,85984,26134438.0,i just heard the  joebiden tax plan. because we're not going to hear it at a  debate. it's awesome &amp; no one can criticize it but very rich people &amp; companies who don't want to take care of their employees. 👏,0.5061423107981682,positive,1,trump,-0.42857142857142855
590,199457,8.1518546516702e+17,"blueheartedly ain't no ""thinking"" about it.
 biden  bidenharris",-0.015959084033966064,negative,-1,trump,-0.4
599,18326,76978453.0,markthesnark quick draw mcgraw  biden. i guess that makes kamala his baba looey.,-0.25868540816009045,negative,-1,trump,-0.45454545454545453
655,197184,17348209.0,bidenriots  biden  democrat  democratsaredestroyingamerica  pennsylvania,-0.975473371334374,negative,-1,trump,-0.47058823529411764
677,42328,242030522.0,joebiden,0.07568059116601944,positive,1,trump,-0.3333333333333333
695,129029,1.200423920182141e+18,"remember now

 joebiden will ... 

end fracking 
end the oil industry 
give 11mil illegal aliens free citizenship 

 debates 
 debate2020",0.22548121586441994,positive,1,trump,-0.3333333333333333
707,17505,190878483.0,"yeah, bc they’re sharpshooters &amp; have all the time in the world to aim for the leg. 🙄 dont you just love know-it-all politicians, w/zero real-life experience, telling cops what to do in the split-second they have to react? this is precisely how cops get killed.  biden  moron",-0.9376417100429535,negative,-1,trump,-0.4666666666666667
714,193959,7.047423504891249e+17,smokingmirror10 check your facts  biden is a traitor.,-0.9748732179868966,negative,-1,trump,-0.3333333333333333
722,141605,8.1518546516702e+17,"genej101 i'm a senior, so is my wife. we have always voted blue and will till we're gone. why? because we're not stupid.
 biden  bidenharris",0.09915339946746826,positive,1,trump,-0.4
739,260865,1.2527616707592233e+18,but  joebiden promised to mobilize  trunalimunumaprzure,0.14704659208655357,positive,1,trump,-0.3333333333333333
750,246361,17348209.0,biden  democrats,0.10286261234432459,positive,1,trump,-0.47058823529411764
767,220787,284383568.0,biden aint  hiding w/ whom he identifies and it ain’t citizens who are murdered in their own streets,-0.7902115597389638,negative,-1,trump,-0.42857142857142855
779,222727,7.890616406962954e+17,wow. should be so exciting to have the dynamic duo of corruption back together.  joebiden and  obama will pull about a few hundred people if they are lucky.,0.7649815268814564,positive,1,trump,-0.3333333333333333
784,278783,7.890616406962954e+17,"lighten up  joebiden. it's ok to lose.

oh, wait. you committed some crimes while in office. hmmm. no wonder you sound angry.",-0.9684251439757645,negative,-1,trump,-0.3333333333333333
807,266354,1.3085399783145185e+18,has anyone else noticed all the  joebiden ffl  tv commercials completely lie? i guess they say ffl sponsors this commercial so  joebiden doesn’t get caught lying any more than he usually does.,-0.957560915267095,negative,-1,trump,-0.42857142857142855
817,178854,17348209.0,"the question is,  biden supposedly has over $400 million in the campaign bank and it is a week until election day. why would he need any more money? retirement fund?  sundaythoughts  sundayvibes  sunday  democrats",-0.2618816401809454,negative,-1,trump,-0.47058823529411764
822,121287,302932054.0,"joebiden works in delaware in the black community because he had bad grades, and took a job from a black kid.  he made more money than the black kid would have made.  took black kids 

 presidentialdebate2020",0.13009459525346756,positive,1,trump,-0.25
826,251341,3885571573.0,"why does  joebiden talk about one son, but not the other?  whereishunterbiden",-0.8404133501462638,negative,-1,trump,-0.3333333333333333
840,130142,7.890616406962954e+17,joebiden is lying. typical.,-0.9487812917213887,negative,-1,trump,-0.3333333333333333
851,173618,27282113.0,beba’s story tells of jewish life before the nazis.  vote  biden,0.16579749714583158,positive,1,trump,-0.4444444444444444
865,259752,3318042248.0,biden's laptop problem,-0.895799757912755,negative,-1,trump,-0.3333333333333333
871,44678,190878483.0,"bottom line,  biden is compromised. he shouldn’t even be running. true national security threat. what’s the fbi’s excuse for sitting on this information, which voters most definitely had every right to know—especially  dem primary voters. 🤔

 cbsnews  nbcnews  abc  cnn  msnbc",-0.9481151518411934,negative,-1,trump,-0.4666666666666667
877,79166,3318042248.0,steve bannon discusses  joebiden scandal and upcoming debate with maria bartiromo...   via  thelastrefuge2,-0.001078244298696518,negative,-1,trump,-0.3333333333333333
899,268929,1.2792825776777994e+18,mynamed77626608  joebiden at his most important voter rally!,0.9345435707364231,positive,1,trump,-0.45454545454545453
921,5271,1.1865708428152504e+18,cnn did  biden say why he didn’t tell about  burisma sooner.,-0.043672358617186546,negative,-1,trump,-0.4838709677419355
956,442166,21352370.0,"maddow  elections2020  biden2020 now has 264 electoral votes (ev). he needs 270 evs to claim victory. he is ahead in nevada (6 evs). when nevada is called for biden, he can claim victory!  biden may be declaring victory today!

hey nevada! wake up and declare a winner!!",0.7472846149466932,positive,1,trump,-0.30434782608695654
963,255564,284383568.0,plagiarist is  lying how on brand for  biden,-0.9440659391693771,negative,-1,trump,-0.42857142857142855
968,100099,24840112.0,"senate subpoenas facebook, twitter ceos over post's  hunter  biden story

""with their senate majority, republicans control the committee, and there is little democrats can do to prevent the hearing from taking place""

why would  dems try to prevent it? 😱",-0.7131383996456861,negative,-1,trump,-0.42857142857142855
1023,221137,3115898899.0,"those folks chose to be there. 

folks attending a  biden rally would be stranded waiting for the rest of the crowd to show up and waiting for the candidate to remember what day it is, what office he's running for, who is whose running mate, where his son is, who his wife is...",-0.12197331339120865,negative,-1,trump,-0.2727272727272727
1034,257765,21360968.0,"people called joe’s  biden’s brother jimmy “the hammer”.

 bigguybiden 

 bidencrimefamiiy 

 mnleg  wiright  twill  migov  valeg  2a  2ava🇺🇸",0.03535936772823334,positive,1,trump,-0.375
1049,455850,151185146.0,palestinian authority reportedly in talks with  biden campaign,0.04240209888666868,positive,1,trump,-0.3333333333333333
1050,245578,8.643238932254556e+17,"how sad is it that joe biden used his drug addicted son as a way to enrich himself and his wife. the collateral damage to his family was second to his personal wealth. you will be as well.  joebiden  fridaythoughts

think about this 👇👇👇",-0.9631062992848456,negative,-1,trump,-0.3333333333333333
1066,240256,190878483.0,"don’t look now, but you just described the  biden family, ana. 😂

 tonybobulinski",0.9325486046727747,positive,1,trump,-0.4666666666666667
1084,299537,2989226131.0,"ladygaga we’re republicans, but we’re voting  biden. we want our party back from the worst president in history. he failed to unite us in the covid fight. he can’t lead america through a crisis.  bidenharristosaveamerica  countryoverparty",-0.878547633998096,negative,-1,trump,-0.42857142857142855
1087,281112,7.890616406962954e+17,"hello, mental ward!  biden",0.2824658192694187,positive,1,trump,-0.3333333333333333
1095,445665,836755153.0,youtube is  censoring  comments. i've adjusted this comment several times and keep getting same message to try again.  dem social media and mainstream media are covering for  biden just as they hid  china corruption.,-0.8888730998151004,negative,-1,trump,-0.42857142857142855
1152,64204,128651191.0,"biden increased penalities on  crack in  1994crimebill. sent many  blackamericans to prison for long time. yet  his son  hunterbiden traveled the world, high on crack cocaine, prostitutes, scamming $$$$$ frm foreign countries all on his dad's name &amp; office.   liberalhypocrisy",-0.9673073193989694,negative,-1,trump,-0.3333333333333333
1153,60716,21360968.0,"another  hunterbiden fraud with  big guy” joe  biden getting half the piggy🐷 bank $$$ ? 

the back story on the email that dropped today, with more to come. 

 mnleg  wiright  twill  migov  valeg  2a  2ava🇺🇸",-0.8870568741112947,negative,-1,trump,-0.375
1156,169395,25279272.0,emails on hunter biden's laptop could be linked to child pornography   via  youtube  hunterbiden  hunterbidenemails  hunterbidenlaptops  hunterbidenlaptop  joebiden,-0.9354909432586282,negative,-1,trump,-0.25
1184,160793,410399203.0,drbiden you spelled “corruption” wrong. did you also sell out your country like  joebiden &amp; his dirtbag family?,-0.9773808296304196,negative,-1,trump,-0.375
1197,229039,1.1255018841843672e+18,"proviewsusa  petebuttigieg  dnc according to the exit polls in several of the early primaries, compared to the results, voters did choose somebody else. 

they chose  berniesanders. (it wasn't  joebiden.)",0.08127813041210175,positive,1,trump,-0.3333333333333333
1207,223887,190878483.0,"oh, look who’s suddenly all for  lawandorder? 😂 are your antifa &amp; blm riots suddenly not working out for you &amp; your dem party of marxists? 

biden says 'no excuse whatsoever' for philadelphia violence after armed black man was killed by police 

   biden",-0.5601837635040283,negative,-1,trump,-0.4666666666666667
1225,48474,1308638562.0,"is there a number one can call for news on  joebiden and  hunterbidenemails .  fredo do you have any journalistic integrity left , or are you happy to be a  dnc cuck.",-0.8863479429855943,negative,-1,trump,-0.3
1265,312612,2990624796.0,"the ""mainstream manufactured product"" known as  ladygaga—with a net worth of $350 million in 2020—is deployed by  democrats to sell  joebiden to working-class  americans. they dress-up the  mothermonster mannequin as a beer-drinking ""redneck"" dressed in camo to get votes. barf.",-0.9200170356780291,negative,-1,trump,-0.3333333333333333
1275,2873,1.1865708428152504e+18,joebiden  biden needs the money,-0.039735373109579086,negative,-1,trump,-0.4838709677419355
1285,225420,1.1542572293037834e+18,"tucker releases bombshell audio from biden family business partners   
 tonybobulinski  buildbackbetter  maga  biden  cnn  foxnews  hannity  hunterbiden  joebiden",0.1513205450028181,positive,1,trump,-0.23076923076923078
1286,33876,1.2803021715029238e+18,"the art of the steal 
joe perfected his  corruption over 47 years. sold our asses out. 
now  vote his out 
 bidentownhall  bidenharris2020  biden  joebiden",-0.974321979098022,negative,-1,trump,-0.45454545454545453
1305,99210,190878483.0,biden,0.2266942299902439,positive,1,trump,-0.4666666666666667
1306,91859,1.296276988437594e+18,teampelosi  repwilson  joebiden  speakerpelosi dgaf who suffers and dies! take the deal!  biden is promising to deny ppl healthcare in a  covid19 pandemic so... vote/support  shahidforchange,0.5342579185962677,positive,1,trump,-0.3584905660377358
1307,274487,21360968.0,"exclusive national security nightmare of hunter  biden’s  laptopfromhell👇.   bigguybiden 

 mnleg  wiright  twill  migov  valeg  2a  2ava",-0.8445242894813418,negative,-1,trump,-0.375
1318,86133,469859545.0,debates2020  democrats  bidenharris  joebiden  biden  kamalaharris,0.0627650492824614,positive,1,trump,-0.4444444444444444
1328,1357,128651191.0,biden,0.2266942299902439,positive,1,trump,-0.3333333333333333
1330,99669,190878483.0,"notice how the narrative is not-so-subtly shifting from “russian disinformation” to “but joe  biden did nothing wrong.” 😂

 bigguybiden  laptopfromhell  bobulinski  biden👎🏻  bidenharris👎🏻  kamalaharris👎🏻  bobulinskididntkillhimself",0.5473718568682671,positive,1,trump,-0.4666666666666667
1343,267234,26134438.0,"texas gop must be soiling their panties that  joebiden could win texas. the texas supreme court drew attention after directing  harriscounty to respond to a petition that seeks to invalidate more than 117,000 votes cast in drive-thru lanes.",-0.707896520383656,negative,-1,trump,-0.42857142857142855
1345,136390,1.3183704775936532e+18,in his own words  joebiden had a good relationship with  adolfhitler,0.7517052381299436,positive,1,trump,-0.25
1351,221430,259121785.0,biden was one of the  iraqwar’s most enthusiastic backers   biden worked hard alongside george w.  bush to persuade the public to back it.biden holds significant responsibility for the bloodshed that has engulfed iraq and the surrounding region  votegreen,0.5309441313147545,positive,1,trump,-0.4
1354,3341,190878483.0,"teambiden has some explaining to do, to put it mildly. 🙄

hunter biden 'seen smoking crack during sex act' as emails 'reveal he did introduce ukraine gas exec to his vp dad' 

   bidentownhall  biden  maddow  morningjoe  thursdaymorning  thursdaythoughts",-0.6005416535772383,negative,-1,trump,-0.4666666666666667
1374,348459,1864481918.0,""" biden may be ready to accept the election results, but democrats are not"" [commentary:   what makes me laugh is that the  left has still not accepted the 2016  election results!",-0.7272868063300848,negative,-1,trump,-0.3333333333333333
1385,110173,25916881.0,"biden forecasts “dark winter,” says no broad vaccine distribution before middle of 2021.  yikes.  debates",-0.8942694771103561,negative,-1,trump,-0.42857142857142855
1401,374349,196515407.0,will  arizona call for  biden be retracted by  fox just as  florida was pulled from  algore in 2000?  tacelectionnight  election2020,-0.11390641191974282,negative,-1,trump,-0.42857142857142855
1445,9165,3318042248.0,anyone ever wonder how  joebiden became so rich? now we know! btw  fbi has been holding the  hunterbiden emails for a year.   corruptfbi,-0.6821066588163376,negative,-1,trump,-0.3333333333333333
1471,56112,9.132065685099848e+17,"set of emails from partner confirm  joebiden arranged meetings for  hunterbiden with china at the  whitehouse during  obama administration? hunter biden’s business partner played key role in meeting between chinese businessmen, obama staff via  washtimes",0.03056585369631648,positive,1,trump,-0.3333333333333333
1484,55503,1.296276988437594e+18,"supermo0  lzatyt there is no good w/  biden is your problem &amp; no, we aren’t privileged we’re fed tf up!  biden pushed wars hard af that got my brother killed &amp; he doesn’t even care. maybe think about that w/ this suggestion it’s a privileged stance. no, it was the dem party that didn’t learn",-0.9752727712038904,negative,-1,trump,-0.3584905660377358
1486,70446,76978453.0,liberal-left media's disinformation campaign to hide the truth about  biden and  hunterbidenemails while american's are voting in 2020 must amaze even former soviet kgb agent putin.,-0.6390371862798929,negative,-1,trump,-0.45454545454545453
1497,217832,21360968.0,"“it’s not the russians exposing joe  biden, it’s his son’s former business partners.” 

there is also public evidence, including a wh mtg of hunter-associated chinese businessmen w vp joe.  

and video of biden bragging about firing  burisma prosecutor.",-0.22062838170677423,negative,-1,trump,-0.375
1516,85181,5474222.0,"""the story won't go away without explanation, even if the veep wins.""
 hunterbiden  joebiden  china",-0.2947110505774617,negative,-1,trump,-0.42857142857142855
1587,215143,1308638562.0,joebiden is a traitor,-0.9748372030444443,negative,-1,trump,-0.3
1608,239855,249508009.0,"the biased corrupt ""biden cheerleading"" media is doing everything it can for you not to know about joe biden's extensive corruption.
 bidencrimefamiily  biden  bidencorruption",-0.9646370396949351,negative,-1,trump,-0.2727272727272727
1616,243909,8.1518546516702e+17,"fuque their apology, i want them held accountable for deliberately lying and smearing the bidens, and for their blatant, in your face election interference.  we take back our country, we must insure animals like these fascists pay severe consequences for actions like this.  biden",-0.9660292332991958,negative,-1,trump,-0.4
1617,153054,1.2526682289853317e+18,kamalaharris is the most disingenuous fake shallow person out there. ever hear her laugh?  she struggles with that.  joebiden  williebrown  heelsupharris,-0.975938183022663,negative,-1,trump,-0.25
1627,74999,1.1668309061007442e+18,"defectormedia ""that stuff ain’t happenin’ with kamala-biden ticket!""
 bidenbelieves  bidenharristosaveamerica  bidengate  bidenharris2020landslide  joebiden  bidencrimefamiily",-0.41200684010982513,negative,-1,trump,-0.3333333333333333
1653,216439,1451832283.0,here's the real  joebiden .,0.23736076708883047,positive,1,trump,-0.3333333333333333
1654,256893,17348209.0,"really, joe? do tell.   biden  democrats  saturdaythoughts  saturdaymorning  saturdaymotivation  saturdayvibes",0.03629785403609276,positive,1,trump,-0.47058823529411764
1655,365691,456401339.0,"aren't you glad james clyburn stepped in to rescue  joebiden's candidacy in south carolina?   sarcasm

(couldn't even get rid of lindsey graham...😒)",-0.20910146832466125,negative,-1,trump,-0.25
1656,5377,1.1865708428152504e+18,"nicolledwallace of course cover up  biden , crime bill incarcerating african americans  biden nafta 60,000 factories shut down when it became law  biden oh and burisma  biden",-0.9434104897081852,negative,-1,trump,-0.4838709677419355
1663,282099,2457384812.0,"sleepy  joebiden just did a ""rally"" in a church parking lot in  philadelphia do you have any idea how big a church parking lot in philly is!   it' ain't yuge trust me.",-0.06420387700200081,negative,-1,trump,-0.42857142857142855
1701,82417,612952915.0,biden tried to cut social security,-0.29507699981331825,negative,-1,trump,-0.3333333333333333
1702,239198,259121785.0,sirota another  hack that sold us out &amp; voted  biden= progressivehypocrite!,-0.977361335651949,negative,-1,trump,-0.4
1708,61007,526960836.0,"lesliemarshall on the  outnumbered right now you’re are so so so wrong! 
americans care deeply if  biden is in bed with  china 🇨🇳and the journalistic malfeasance of the us media!",-0.9633468044921756,negative,-1,trump,-0.3333333333333333
1712,85961,1941106381.0,biden is running for head fortune cookie 🥠,0.13839024771004915,positive,1,trump,-0.3333333333333333
1716,97224,43420311.0,thursdaythoughts  - feeling sad for  hunterbiden and anyone who voted early for  joebiden,-0.9507170582655817,negative,-1,trump,-0.3333333333333333
1736,147230,612952915.0,"it's 1:00 pm, has the  biden team called a lid yet?",0.013115686364471912,positive,1,trump,-0.3333333333333333
1743,290378,1.1668309061007442e+18,"national security nightmare of hunter biden's laptop 
 hunter  biden  hunterbidenslaptop  hunterbiden",-0.9454217790625989,negative,-1,trump,-0.3333333333333333
1747,158398,469859545.0,democrats  walkaway  biden  joebiden  kamalaharris  corruption,-0.9155007735826075,negative,-1,trump,-0.4444444444444444
1751,239282,2217181338.0,it even appears that cnn has essentially ignored this crucial story.  2020election  billo'reilly  establishmentmedia  hunterbiden  joebiden  liberalmedia  mediabias  mediawatch  politics  usnews,-0.8737872410565615,negative,-1,trump,-0.2222222222222222
1756,141704,526960836.0,"bobette_copper did i hear  joebiden right last night when he said that 200,000 americans will die by the end of the year. don’t think he knows it’s october already.",-0.950417461572215,negative,-1,trump,-0.3333333333333333
1760,145762,151185146.0,biden threw  obama under the bus. biden says he and obama 'made a mistake' on immigration policy    foxnews,-0.23161420971155167,negative,-1,trump,-0.3333333333333333
1764,446824,21352370.0,"kamalaharris  joebiden is nevada's republican secretary of state, barbara cegavske engaging in the illegal suppression of election results that would give  biden the final 6 electoral votes he needs to win  election2020 &amp; declare victory??",-0.8442894355393946,negative,-1,trump,-0.30434782608695654
1817,54136,1.1865708428152504e+18,"joebiden how many people show up joe, 20 cars? are scared to comment about the emails.  biden is complicit or not?",-0.9143585560377687,negative,-1,trump,-0.4838709677419355
1835,281689,1.3085399783145185e+18,joebiden hates  blackamericans  joebiden is on video stating they are predators!,-0.979196643223986,negative,-1,trump,-0.42857142857142855
1849,200540,34842246.0,"get out tha way old man! the islamist commies are taking over!! rep. ilhan omar expects  biden to veer left if elected and have only ‘progressive democrats’ in his cabinet

 

download our app to read more for free at",-0.662512774579227,negative,-1,trump,-0.3333333333333333
1854,755984,17348209.0,"yeah, that is the  biden party of unity and tolerance.  bidenharris2020  joebiden  drbiden  michelleobama you better tend to your supporter before he goes totally off the deep end.",0.6014156006276608,positive,1,trump,-0.47058823529411764
1886,206914,302932054.0,"the house negros

the more things cange the more they stay the same.

 obama and  harris and little  cory
 20cent a.k.a 50cent ""i'm yo' huckleberry""
 sachabaroncohen 
 pelosi
 kimmel 
 bitcoin 
 biden",-0.9294632151722908,negative,-1,trump,-0.25
1896,246521,7.890616406962954e+17,"the rappers get it,  joebiden. you're a chump who would kill our economy!",-0.9765507380943745,negative,-1,trump,-0.3333333333333333
1954,156949,76978453.0,"""it also fails to mention that the most incriminating bobulinski email was sent the same month that joe [ biden] formed a political action committee..."" [to explore for president in 2020]",-0.6976098385639489,negative,-1,trump,-0.45454545454545453
1961,97712,1308638562.0,i’m sure  msm is getting some well deserved rest . they will need it tonight to cheerlead for  biden .,0.6026204223744571,positive,1,trump,-0.3
1975,14597,2217181338.0,should twitter get to decide what is and isn't true?  2020election  bigtechbias  campaign  censorship  democrats  hunterbiden  joebiden  politics  twitter,-0.2982859485782683,negative,-1,trump,-0.2222222222222222
1985,247499,259121785.0,"when u licked  biden's boots,u missed a spot!",-0.6140778865665197,negative,-1,trump,-0.4
