,Unnamed: 0,user_id,cleaned_tweets,sentiment,sentiment_category,support_candidate,user_support_candidate,user_support_level
369,504025,162262266.0,"december 9 2019
exclusive: fbi hunts for information on paul  pelosi jr. as family business dealings come under fire pelosi family's business dealings under the microscope? nancy pelosi &amp; paul pelosi jr. &amp; his  hunter  biden like guy?  dni_ratcliffe  bcp",-0.03508772421628237,negative,-1,trump,-1.0
370,71219,257609969.0,"tactically smart.

actually inauthentic.

 biden",0.830334180733189,positive,1,trump,-0.5
377,152743,598925796.0,"joebiden showed us again he's nothing more than an empty suit. 
 debates",-0.9532667025923729,negative,-1,trump,-0.5555555555555556
381,218329,26239560.0,the  media and  bigtech  socialmedia continue to suppress a story that implicates  joebiden in  bidenfamily corrupt business dealings. this is what the left thinks of freedom and democracy.  tonybobulinski,-0.9420290063135326,negative,-1,trump,-0.8666666666666667
383,173000,4322318602.0,"biden is done, stick a fork in him.....sold out america.  biden  bidencrimefamiily  bidenharrislandslide2020",-0.9707386358641088,negative,-1,trump,-0.8947368421052632
384,125224,1.287927956384383e+18,"joebiden or the  dnc will never address this.

please watch!

 aoc  greennewdeal below!

 conspiracy  is  content.",-0.9093450815416873,negative,-1,trump,-1.0
386,70289,1.1714398957238927e+18,"no, he said “bleed” again.... just like the 8 years in office where he bled  ukraine  russia &amp;  china  votenoonjoe   joebiden  makeamericaloseagain",-0.8175970474258065,negative,-1,trump,-0.7142857142857143
389,455584,416498279.0,"biden has been calling me and my people ""n.....s,"" ""predators,"" ""beyond the pale,"" ""n...... mayor in office,"" etc. and on and on. throughout his whole government career, he's called out african and black americans as ""n.....s."" not until this election he stopped.",-0.35256027430295944,negative,-1,trump,-1.0
392,25108,1.2447662655851602e+18,"2 things... 
👉🏻mandatory is not medical freedom
👉🏻85% is not good enough 
never  biden",-0.9547159187495708,negative,-1,trump,-0.7777777777777778
395,9546,1186762116.0,"timjgraham  nypost  todayshow is gambling with their credibility.  placing their money on corrupt career politician  joebiden.

senate judiciary committee will expose truth.

 hunterbiden  joebidenukrainescandal
 censorship by  mainstreammedia",-0.9553945460356772,negative,-1,trump,-0.7142857142857143
396,99558,4498209202.0,"voters of  michigan,  pennsylvania,  wisconsin... barackobama tried to talk  joebiden out of running4  potus..didn't endorse him til he had to.  why?  bc he knew his  china dealings would be exposed!! google it..i'm sure ur not hearing about it on ur local news!  corruptjoebiden",-0.8638180661946535,negative,-1,trump,-0.631578947368421
397,457455,341031031.0,"bewillysodak  petebuttigieg i'm scared of people who think a crooked pervert like  biden will do anything for america, except line his pockets.",-0.9717489541508257,negative,-1,trump,-0.9142857142857143
400,12284,8.582654648117821e+17,"williamsingourd  jackallisonlol  johnpa598 union-busters don't fund pro-union candidates.  
 joebiden's plan on  healthcare would kill tens of thousands of poors.  
no pres. could overturn citizens united.
means-tests doom programs.
 biden has never believed in  abortionrights.",-0.9536836785264313,negative,-1,trump,-0.6
401,329317,17983287.0,"are you a  npc zombie who will vote how the global elites like  gaga tell you how to vote? 

if you vote for  biden,  you are voting for  china -  a regime who uses concentration camps, the worst human rights abuser in the world

 kingjames  ladygaga are culpable fake  sjw",-0.9737732911016792,negative,-1,trump,-1.0
402,77715,2615526818.0,why wasn't  hunter investigated for the pornography of teenage girls? hmmm ...  this is an  epsteincoverup style don't by  biden camp.,-0.9091375216376036,negative,-1,trump,-0.7142857142857143
403,35212,2869562673.0,"teamjoe  kamalaharris  joebiden my question to you is! why is  barackobama  joebiden  hillaryclinton not in jail for treason, corruption, fraud, money laundering and other criminal crimes? 
why latinos and  latinounited vote for a criminal as  joebiden? ""biden's family is a crime family""",-0.9593131330329925,negative,-1,trump,-1.0
404,113075,1.2628939966295695e+18,"joebiden 
got $3.2 billion dollars from russia. 
him and his family were living high on the hog, while americans suffered through the eight years of hell that was the  obamabiden administration. 
 debates2020",-0.9404979418031871,negative,-1,trump,-0.68
407,253088,1.2423507214643364e+18,nypost keep getting angry  joebiden... your stroke is coming.  joebidencorruption,-0.9751550084911287,negative,-1,trump,-0.8113207547169812
408,714722,7.429307006979031e+17,joebiden is a literal  trojanhorse candidate.,-0.8163313111290336,negative,-1,trump,-0.5348837209302325
414,406301,2365015844.0,"even if joe biden wins the presidency, he failed to understand the american psyche. we like our freedoms and do not like to be told by politicians what to do. he also failed to understand the needs of people to put food on table for their families.  election2020  biden  cnn",-0.9721367130987346,negative,-1,trump,-1.0
416,98755,1.1714398957238927e+18,"apparently, you didn’t get a peek at the 12minutes &amp; 33seconds on the  bigguy ‘s son who is seen raping a minor, that the fbi has had since november 2019 and this freak show is still walking around our children a free “man”.   biden elected to office it will vanish.. mysteriously",-0.9658969964366406,negative,-1,trump,-0.7142857142857143
417,213714,1490535878.0,"jesse ventura once told me, ""don't let a camel get his nose under your tent, otherwise you'll have a camel in your tent."" we don't want an unlikeable  kamalaharris to  backdoor this race. just say no to  joebiden he got bobulinskied last night, send him out to pasture.",-0.9398152707144618,negative,-1,trump,-0.7241379310344828
418,211516,20800915.0,just an idea right  joebiden in north philly.  joebiden,0.09719682577997446,positive,1,trump,-0.5555555555555556
423,40840,258037092.0,joebiden is the  bagman for  hunter anything goes for half the  money,-0.02052840031683445,negative,-1,trump,-0.6666666666666666
427,308400,123283283.0,"atensnut ive read 3 random reports today talking about  biden walking away w the win.  i think to myself: 

the same news sources that hid the entire joe   hunter show are the same ones reporting a win.

yet parades for  potus all over... hmm&gt;&gt;&gt;
 freep  gop",-0.3778434097766876,negative,-1,trump,-1.0
428,342173,883472077.0,"a perilous path: the misguided  foreignpolicy of  obama  clinton  kerry: obama admin “treated democratic allies &amp; pro-democracy groups ungenerously, while treating adversaries &amp; anti-democratic groups generously.” obama’s projecting in campaign for  biden.",-0.7638544938527048,negative,-1,trump,-0.8333333333333334
430,55036,36464041.0,"joebiden is gone and done!
joe biden is gone!   via  youtube",-0.9607021189294755,negative,-1,trump,-0.5
433,223463,2318099028.0,in the words of  biden himself  philadelphia  pennsylvania  arizona  florida  wisconsin  ohio  maine  newhampshire  omaha  michigan  minnesota,0.15771976159885526,positive,1,trump,-0.5
435,7408,16873644.0,"joebiden is clearly compromised with regard to  china and  russia.  it's in plain view, for all to see:",-0.9611696503125131,negative,-1,trump,-0.6666666666666666
444,272608,2169030391.0,"takemusu  veekmo  ericcervini  mjhegar  joebiden if  marxists  communists take over you’ll see the people slowly become the property of the state! a form of  slavery say goodbye to  freedomofspeech!  biden won’t care, he’ll be busy taking payments from any country buying pieces of usa! it’s proven marxcommie history!  venezuela",-0.9499189206399024,negative,-1,trump,-0.6666666666666666
454,722671,19551669.0,"joebiden to white supremacists and fascists: ""we must come together and not see each other as enemies.""

joe biden to  blacklivesmatter,  antifa, and the left…",-0.36960636265575886,negative,-1,trump,-1.0
456,325965,1228205593.0,cnn  biden wouldn't even be able attract them all to one of his car rallies!,-0.7276090271770954,negative,-1,trump,-0.5102040816326531
458,156946,1490535878.0,i thought  joebiden should do the small little middle mustache thing. now  captmarkkelly looks like a bezos wannabe. i think that's what happens when you have sold out.,-0.9502706308849156,negative,-1,trump,-0.7241379310344828
461,107952,9.371825585419224e+17,nfl players everywhere calling it “game over” for  biden,0.010318413376808167,positive,1,trump,-0.6
467,329797,59916705.0,definitely a potential candidate for the first female president of the united states that's if if the  democrats plan to place  harris there on the back of the  biden trojan horse he's not meant to do more than 12-months as  potus,0.29064615815877914,positive,1,trump,-0.7142857142857143
469,292969,7.398745390023107e+17,the8by15project birdbrained?  joebiden has another senior moment &amp; confuses philadelphia eagles logo with delaware college chicken emblem on his jacket during crucial pennsylvania rally. biden mistakenly tells philadelphia rally he's wearing eagles jacket,-0.23982854466885328,negative,-1,trump,-1.0
472,111339,3050354427.0,"there's empty chairs at the table from h1n1 liar  joebiden 

 joebidenukrainescandal
 joebidenisthebigguy
 joebidensneighborhood

 debates2020",-0.9396435508970171,negative,-1,trump,-1.0
474,82169,1.3185906704546406e+18,where's  biden? hiding in his basement again? what a clown.,-0.9586138976737857,negative,-1,trump,-1.0
479,122520,421152181.0,who are the poor boys?  joebiden  debates2020,-0.3114238460548222,negative,-1,trump,-0.7142857142857143
