,Unnamed: 0,user_id,cleaned_tweets,sentiment,sentiment_category,support_candidate,user_support_candidate,user_support_level
101,147410,9.909228834206148e+17,"another day, another descent into domestic terrorism and civil war.
 joebiden   kamalaharris",-0.9577858147677034,negative,-1,biden,0.6
104,420624,225012752.0,markets will be more comfortable with  joebiden victory especially combined with split congress: jim o'neill,0.9244956219336018,positive,1,biden,1.0
115,27352,2796128924.0,a  biden win = $tsla $tlry $unh 😇,0.7822785624302924,positive,1,biden,0.7681159420289855
119,38510,50791051.0,barackobama to hit the campaign trail for  biden -  harris   via  cbsnews,0.18471717252396047,positive,1,biden,0.8
124,428416,8.461836796300493e+17,biden2020  biden  counteveryvote  countallthevotes,0.18047450855374336,positive,1,biden,1.0
127,441056,54673723.0,"arizona gonna be  biden. so, relax dude.",0.22728577395901084,positive,1,biden,0.6666666666666666
131,402160,27171305.0,biden should win wisconsin,0.8472279300913215,positive,1,biden,0.7142857142857143
135,620033,1.1932564018728673e+18,"tobias_ellwood  christopherhope worth remembering the  secretservice ‘called it’ for  joebiden some time ago when they closed the air space over his house.

 presidentialelection2020  joebiden  election2020",0.07318390812724829,positive,1,biden,1.0
144,300840,1.0994127042913772e+18,joebiden  vote  votelikeyourlifedependsonit  biden  bidencalm  votebluetosaveamerica  votebidenharris  bidenharris2020landslide,0.5832205968908966,positive,1,biden,0.7777777777777778
145,280696,1.026156773617664e+18,"good time to get that thing
see my redbubble range
 

 ellenhenry  redbubble  homedecor  findyourthing  giftideas
 christmascountdown  digitalart  tshirt  tshirtdesign  kidstshirt   animals  cat  joebiden  willyoushutupman  bidenharris2020  vote",0.8899670976679772,positive,1,biden,1.0
168,407411,1.0290095265346684e+18,i would love to see this happen!  biden!,0.9898010424803942,positive,1,biden,1.0
169,466714,1.1066510188449956e+18,"susanc916 omg, why, portland?!!! you got  biden and personal drugs. let things lie for the moment.",-0.9345306088216603,negative,-1,biden,0.6428571428571429
171,16229,264954642.0,"abctownhalljoebiden   biden knows his stuff! he offers substance! he has plans to support &amp; improve police- reduce unnecessary incarcerations, help small  business &amp; help homebuyers &amp; help us pay  student  loans.",0.9381057641003281,positive,1,biden,0.5652173913043478
177,726937,934399189.0,"a crowd of supporters of president-elect  joebiden and vice president-elect  kamalaharris rallied in downtown  miami, in front of the historic freedom tower, to celebrate their candidate's win in the presidential election, on saturday.
 presidentialelection2020  uselection2020",0.9051165020791814,positive,1,biden,1.0
178,268130,23951440.0,a crowd of a couple hundred out here in detroit to hear from democratic presidential candidate joe biden  biden2020  biden  detroit,0.5929955788888037,positive,1,biden,1.0
188,437332,26120165.0,well alright  maine 1st district has 3 electoral votes in the  election2020 race has they go to  biden everyone,0.15877623134292662,positive,1,biden,1.0
189,485342,287907567.0,joebiden  kamalaharris maintains lead in  nevada for  whitehouse |~ election2020 🇺🇸 |   via  reviewjournal,0.49561184365302324,positive,1,biden,1.0
193,572798,16215298.0,breaking:  joebiden elected 46th president of the united states  election2020,0.5822041011415422,positive,1,biden,0.8181818181818182
203,275942,1.181259839806333e+18,"ministter  thedemcoalition  biden admin should restore the rule-of-law, stature, credibility and sincerity of doj. 

it can no longer be the personal fief of the president.",0.059974271804094315,positive,1,biden,0.7142857142857143
205,244942,1.045001656809771e+18,"karliekloss thank you, karlie, for showing how much you love your country!  patriots  patriotsunite  vote  voteblue 
🇺🇸❤️
 biden  bidenharris2020  biden2020tosaveamerica",0.9893207660643384,positive,1,biden,1.0
206,135392,17204460.0,wow! this is how dems win!!  bidenharris2020  bidenwon  joebiden  joewillleadus,0.9809932177886367,positive,1,biden,1.0
208,610609,68173067.0,"uselections : according to us media outlets, ⁦ joebiden⁩ wins the presidential election.  biden has repeatedly said the memory of  beaubiden still inspires him and has spurred him on during the presidential race. ⁦ beaubidenfdn⁩ .  beaubiden",0.8636278418125585,positive,1,biden,1.0
209,557802,380593503.0,"kswatt  runpattirun  nyinla2121  aoc biden is the 46th president of the united states!!

let’s call it. 

 biden  presidentelect  presidentbidenvpharris",0.5223452979698777,positive,1,biden,1.0
233,408820,1.3110929964403753e+18,biden leads in  wisconsin  election2020  4nov  wednesdaymotivation,0.5011002239771187,positive,1,biden,0.7837837837837838
236,625489,108277226.0,joebiden assembles avengers to save america!”,0.7063419627957046,positive,1,biden,0.6
238,343062,1112554170.0,"biden is gonna win big tonight. and it will be time to give him and his advisers credit for running a spectacular campaign. 

biden. big. book it. 

 election2020  electionday2020",0.9884690900798887,positive,1,biden,1.0
248,542257,260706920.0,"biden expands paths to victory by pulling ahead in pennsylvania, georgia",0.7676101319957525,positive,1,biden,1.0
250,80928,241581504.0,"genmhayden  tmstrickl_tim $750 tax  potus paid almost $200,000 in taxes to china. 
 makeamericagreatagain vote for  joebiden",0.39450979232788086,positive,1,biden,0.75
252,274977,16641585.0,healthcare  preexistingconditions  vote  biden  bidenharris2020,0.301010949537158,positive,1,biden,0.5555555555555556
255,202514,141025131.0,"politics!
employees are ""for"" whomever pays their current salary.
here,  kayleighmcenany has nice things to say about  biden.",0.5703065451234579,positive,1,biden,0.9047619047619048
256,46769,7.878187955533988e+17,"yes, bernie, i will do everything i can to elect  biden-harris by a landslide &amp; end this horrible nightmare",0.8104057163000107,positive,1,biden,0.7777777777777778
267,164728,9.048500747060306e+17,"joebiden americans are literally creating a better america. 🇺🇸

 vote for 
 joebiden  kamalaharrisvp   bidenharris2020 
 democrats   votebidenharris2020  votebluedownballot 
 bluewave  flipthesenateblue 
 teamjoe  buildbackbetter",0.9859191653085873,positive,1,biden,0.8709677419354839
277,70232,8.90653225430528e+17,any evidence of any wrongdoing on  biden's part!,-0.38770822854712605,negative,-1,biden,0.5862068965517241
296,193375,17100498.0,biden/2020,0.07185869570821524,positive,1,biden,0.7530864197530864
309,467485,1.229074224490439e+18,"christmastree : don't let current events get you down.  christmasiscoming make sure you enjoy your  christmas.  merrychristmas 
is this message too early ? 🥺  justasking 
 goodluckamerica  goodluck  joebiden  presidentbiden looks to me.  presidentialelection  keepamericagreat",0.9857855736045167,positive,1,biden,1.0
318,190731,1.240619989104644e+18,"gistunfold  roterhut1 jewelry retouching and background removal  fiverr link:  

 3d  photo  photoshoot  cukur  amazonquiz  alibaba  covid19uk  batmanday  hinakhan  brightwin  ebook  message4ssr  joebiden  jewelryretouching  backgroundremove  photoediting  digital  designers",0.058023812947794795,positive,1,biden,1.0
320,474224,1.307635183063978e+18,"aussie tweeps, is this seriously our third pathetic night trying to keep up with this  usaelections2020  usaelection2020  election2020  electionresults2020, hoping, praying that  biden wins?!!!  😳😣😖🥱😵😡",-0.4964004307985306,negative,-1,biden,0.75
321,180490,21906070.0,"conservative  newhampshire  paper  breaks 100-year  tradition of  gop presidential endorsements with  nod to  joebiden. 

  

""in it’s  first  democratic  endorsement in 100 years, a conservative new hampshire newspaper is breaking tradition by  backing...",0.14756551012396812,positive,1,biden,0.6923076923076923
322,350367,100377279.0,"the  bromance continues.

 barry  obama  biden2020  bidenharris2020  biden  joebiden  politics  letsmakehistory  usa",0.7429737574420869,positive,1,biden,1.0
327,721813,1381903062.0,"america chose love💙 over hate.
 joebiden: “love is more powerful then hate.
hope is more powerful then fear,
and light is more powerful then dark.
this is our moment.
this is our mission”,  joebiden  spreadthefaith ✝️  firedupandreadytojoe
 presidentelectbiden  meidas_samantha",0.9099252377636731,positive,1,biden,1.0
330,755105,20583993.0,as joe  biden is elected president here is how his policies might impact iran and oil markets,0.04111791402101517,positive,1,biden,0.75
338,39428,9.965851493441084e+17,"thehill  presssec- show america you’re neg. now- we didn’t miss your lies! americans deserve the truth from a potus &amp; wh- we’re so sick of your lies that have hurt &amp; killed americans! we want truth, honesty, decency, respect, calmness, sanity- that’s why we’re voting for  joebiden!",-0.9585734433494508,negative,-1,biden,0.7142857142857143
340,317529,16215298.0,"just in:  joebiden wins 5-0 in dixville notch,  newhampshire (population: 5) where the first votes of  election2020 have been counted. one resident has been a lifelong republican fwiw",0.410194885218516,positive,1,biden,0.8181818181818182
343,745238,291157664.0,tonight i’m finally going to be able to sleep. i’m so happy. ❤️❤️  bidenharris2020  biden  america,0.9904610831290483,positive,1,biden,0.6666666666666666
352,155436,282716700.0,"""biden closes campaign with visits to key swing states""    biden  campaign",0.3040182124823332,positive,1,biden,0.6666666666666666
357,276402,3059045779.0,"honk for  kamalaharris! 
beep for  joebiden! 

fun afternoom with the gang - engaging voters in racine, wisconsin! 

 joebiden 
 soulofanation 
 kamalaharris 
 bidenharris2020 
 buildbackbetter 
 dems2020 

 teamloveandkindness!",0.9902044927002862,positive,1,biden,1.0
361,52557,21906070.0,"internalgopdata shows  joebiden’s  scrantonroots could make the  midwest  blue again. 

 

""with just over 2 weeks to go until the general election,  joebiden’s presidential campaign is in a  strong position to win back key parts of the  midwest that....",0.8758468088926747,positive,1,biden,0.6923076923076923
365,138518,3130745716.0,exclusive: biden campaign tells miners it supports domestic production of ev metals     biden  uselection2020   mining  domesticproduction  vastuullisuus,0.2553660157136619,positive,1,biden,0.6666666666666666
366,6647,337707805.0,"only 19th more days!
gop media will try and trow all the idiotic crazy conspiracy theories till then.
we need to endure only 19th more days and keep voting!
 vote 
 joebiden",0.029268965125083923,positive,1,biden,1.0
368,313288,70444945.0,"biden facts:

he sponsored and introduced the criminal history background checks pilot extension act of 2008, allowing volunteer organizations – such as children’s sports groups – to obtain national &amp; state criminal history background checks on their volunteers 

 vote  biden 💙",0.36870458791963756,positive,1,biden,0.7142857142857143
375,43346,9.323152713727264e+17,ridgetopper12  norsemanactual  gop i'm counting on those very things or even  biden adding justices to scotus to overturn his  scotus packing!,0.28275792859494686,positive,1,biden,0.9428571428571428
394,242186,1.1975419869637427e+18,"biden campaign blames  facebook for $500,000 in lost fundraising",-0.8723540133796632,negative,-1,biden,0.68
399,252327,1.229074224490439e+18,"rachelrocket74  luckylilybee things may alter if  joebiden wins. 😉
the villains will still be around with their  darkmoney but there will be a worthy  president in the  whitehouse. 
 vote  votehimout",0.49411147087812424,positive,1,biden,1.0
405,497988,9.576857413536686e+17,lord what other countries think of us!   biden  bidenharris,0.11713600438088179,positive,1,biden,1.0
406,422276,3187748179.0,"i gotta get some jamaican food tonight to celebrate the first black woman vice president elect!!! caribbean gals run it, ask riri!  kamalaharris  bidenharris  joebiden  presidentelectbiden  vicepresidentelectkamala  election2020  electionday",0.9800273337750696,positive,1,biden,0.7777777777777778
426,11759,499073990.0,"yasssssssssssssssssssss

this is how it’s done!!!!!!!!! 

werk queen! 👑

 voteearly  vote2020  snacks  water  chair  joebiden  bidenharris2020  biden2020  election2020",0.9808218526886776,positive,1,biden,0.75
432,323391,18159588.0,"barackobama says 'hello' to a voter's 8-month-old baby, video goes viral: watch

 electionday  elections2020  uselections2020  joebiden

youtube link:",0.19820338487625122,positive,1,biden,0.6
439,769763,1.303041255811801e+18,politicalanim13 i think he can do  biden more good as a moderate gop senator in the senate on any compromise legislation. i can't think of anyone in utah that is as moderate or compromising. biden will need as much republican support he can get in the senate to negate  mcconnells obstructionism.,0.8746877601370215,positive,1,biden,0.52
440,7390,1649395076.0,"in wake of the covid-19 outbreak, dr. j. mario molina takes a deep dive into joe biden's healthcare plan and why it is necessary now more than ever!  votercare  healthcare  aca 
 medicare  joebiden  kamalaharris",0.27784160478040576,positive,1,biden,0.5555555555555556
441,45953,9.294880026105816e+17,"ferric242  specialpuppy1 i think it’s fair to slightly discount  biden numbers. no q, fear is a substantial national tightening, which is what happened in ‘16. i’m not sure i see a comey moment (which quite clearly cost hrc dearly). &amp; a lot more votes already in bank. don’t forget your name at debate 😃",-0.07499534636735916,negative,-1,biden,0.6
450,498423,4849573728.0,foxnews  seanhannity  ingrahamangle  biden   votecount   electionresults2020  stopthecheating,-0.06972771137952805,negative,-1,biden,0.625
470,608306,1.1932564018728673e+18,"yvettecoopermp worth remembering the  secretservice ‘called it’ for  joebiden some time ago when they closed the air space over his house.

 presidentialelection2020  joebiden  election2020",0.1409549145027995,positive,1,biden,1.0
473,717764,2900163069.0,i'm sure in time i'll be critical of  joebiden i've never had any illusion that he's now as far to the left for my liking but ain't  fascist &amp; the other guy was  election2020,-0.14901335537433624,negative,-1,biden,0.6818181818181818
488,261983,224430095.0,"a longtime fixture in  us politics,  biden seeks to win elusive prize",0.27998627349734306,positive,1,biden,0.7142857142857143
499,139317,324440331.0,"indeed, this is a terrific team of warriors such as  lehimesa,  worlddancebeat,  emma_59,  ronnhawk11. all are lending a hand! thank you!  votebiden   fbrparty  biden",0.9903859426267445,positive,1,biden,0.75
510,434898,16725512.0,"this is interesting. especially  georgia. their governor oversaw his own election with stacey abrams...inappropriate was not the word. he knows how to ""reject"" absentee ballots...and  desantis? he can't even count  covid19 cases. he is not to be trusted.  florida.  biden",-0.9216863801702857,negative,-1,biden,0.8235294117647058
515,701160,3352535234.0,"why oh why did i quit drinking? glad i did, and i'll toast  joebiden's victory tonight with a glass of non-alcohol beer!",0.9337857037317008,positive,1,biden,0.7534246575342466
518,321283,264954642.0,andrewsolender we need a leader who will not fight safe   texas drive-thru voting while  elpaso is opening its 4th morgue for  covid19 victims.  biden  will save lives.,-0.3857387602329254,negative,-1,biden,0.5652173913043478
520,432592,1.229074224490439e+18,"joebiden wins  wisconsin 
 democracy is moving closer to winning  usaelections2020 and saving  america and the  free  world 
 well done  joe  joebiden you're nearly there. 🤞🙃🙃
 usaelections2020  bidenwinswisconsin",0.9832714718068019,positive,1,biden,1.0
521,540,722709722.0,"i am not a  suburbanwoman but i am a suburban husband of a suburban woman and she told me to ""  vote  joebiden or couch for the next four years"".",0.08850524947047234,positive,1,biden,0.6666666666666666
522,581733,22514438.0,"cnn projection: joe  biden wins the presidency 

 biden2020  whitehouse  election2020  elections  electionresults  presidentbiden",0.8643188478890806,positive,1,biden,0.9
528,239296,121901360.0,"gop i'm hoping that the  americanpeople are smart enough to take the  gop out of every elected office they've  lied their way into. i  know, that  joebiden will do just fine as potus, he can't possibly do any worse than the  republicans have.  voteoutthegopliars!!!",-0.23137842118740082,negative,-1,biden,0.7777777777777778
543,448157,2789790802.0,johnlegend yes....let's count the votes and get  joebiden in the wh.  after that we can work on repairing the divide and hopefully get the senate to at least consider being bi-partisan.,0.6294781945180148,positive,1,biden,1.0
544,190982,9.048500747060306e+17,"crewcrew the postal service shouldn't be privatized or sold off in pieces. it's a vital, essential service, not a business.

usps is on the ballot. 

 vote for 
 joebiden  bidenharris2020 
 deliveringforamerica  votebidenharris2020 
 saveusps  savetheusps  uspssabotage 
 teamjoe",0.5825240667909384,positive,1,biden,0.8709677419354839
546,113950,17391764.0,brilliance from  biden tonight,0.9810602955985814,positive,1,biden,0.92
550,249871,20658902.0,sale 31% off  quotegifts  famous  quote  aprons    biden  reagan  vangogh  harriettubman  dickens  shakespeare  robertfrost  cslewis  idabwells  jfk  fdr   handel  kamala  joebiden  rgb  willrogers  marcelproust  michelleobama  apron use  code spookytreatz  c/o  savings endsat,0.33901998260989785,positive,1,biden,1.0
553,190711,1.240619989104644e+18,"naturaemporium  zebramingo jewelry retouching and background removal  fiverr link:  

 3d  photo  photoshoot  cukur  amazonquiz  alibaba  covid19uk  batmanday  hinakhan  brightwin  ebook  message4ssr  joebiden  jewelryretouching  backgroundremove  photoediting  digital  designers",0.06049409229308367,positive,1,biden,1.0
555,328755,8.967404093463716e+17,". ladygaga gives a passionate speech at the final  joebiden campaign event in pennsylvania, says, ""vote like your life depends on it""

 elections2020",0.7712099181953818,positive,1,biden,1.0
556,309164,285097277.0,ladygaga and  johnlegend to join  joebiden and  kamalaharris for final campaign events,0.1384565462358296,positive,1,biden,0.8666666666666667
564,1639,1.2777827707654963e+18,maddow  bitmojimaddow  kamala  kamalaharris  biden  bidenharris  bidenharris2020  biden2020,-0.06558999232947826,negative,-1,biden,0.5
571,504189,26217297.0,"biden 4 million votes ahead

not so sleepy now eh?",0.19186070282012224,positive,1,biden,1.0
580,65335,135536498.0,"queen we will  rockthevote 
 rockon  vote  voteearly 
 elections &amp;  electionday 
 bidenharrislandslide2020 
 bidenharristosaveamerica🇺🇸
 biden a  touchdown 4  usa🇺🇸
 rockandroll a  votebiden 
 america 4  bidenharris2020 

 queen - we will rock you !",0.9695058282231912,positive,1,biden,0.8181818181818182
584,440387,4720227553.0,"reagangomez he's lost it. there is no way for 45 to make up a  biden lead of over 20,000 votes in  wisconsin.",-0.9140317146666348,negative,-1,biden,0.6
588,14861,27171305.0,"biden in philly tonight 
if it was normal times tons of people would be down there!!! it’s a beautiful night to here in philadelphia.  bidentownhall",0.9895700096385553,positive,1,biden,0.7142857142857143
592,643950,362510239.0,". whipclyburn says he recommended privately that  biden choose a black woman for his nominee, which “cemented” his support w the black community",0.27197115682065487,positive,1,biden,0.6666666666666666
594,245752,1.1568846787979223e+18,"demwrite 🚨🚨do not put your ballot in the  usps mail 🚨🚨  voteearly   voteearlyinperson  vote  drop it off, vote early or vote on election day.  themandolorian  happyhalloween  fridaymotivation  fridaythoughts  biden",0.16853971546515822,positive,1,biden,1.0
595,322566,18286812.0,get your friends and families get out and vote for joe  biden,0.9187000666279346,positive,1,biden,0.6842105263157895
610,429604,192547775.0,"cnn projects  biden winner in battleground state of  wisconsin with 10 electoral votes 

 election2020",0.3169636407401413,positive,1,biden,0.75
613,322335,37738708.0,don't sell your soul to  biden who's going to sell out your lives your jobs and your futures to  china &amp; the  ukraine  usa  pa  pittsburgh,-0.9546526882331818,negative,-1,biden,0.6363636363636364
618,461975,1597988754.0,"gojoe 

 bidenharristransitionwebsite 

 website

 joebiden 

 kamalaharris 

 election2020 

 democracy 

 countallthevotes 

biden launches transition website",0.11301907640881836,positive,1,biden,0.6666666666666666
629,266860,23951440.0,governor gretchen whitmer campaigning for joe biden in detroit  biden2020  joebiden  detroit,0.06487540900707245,positive,1,biden,1.0
630,728849,71100836.0,"usdemsoc  joebiden  clean and  renewable  president, with so much  cleanenergy,   planet breathes better today,  clean and  renewable it will be. thanks  joe. come on  joe.",0.9892351878806949,positive,1,biden,1.0
633,685684,3061105538.0,"albomp  joebiden  kamalaharris  theworld
 applauds&amp;  honors
 joebiden&amp;  karmelaharris_
2  tallpoppies 
whounselfishlycall4
 wellbeingsolutions&amp;who
 givethepeoplehope
bcuz
 beinghumanmeans_
 blacklivesmatter

 auspol2020  abc730  sbs  nitv  guardianaus 
 independentaus  wgarnews  realmediagb  james00000001",0.05602773930877447,positive,1,biden,1.0
634,731088,20954885.0,"joebiden is on his way to church services, his first as president-elect. meanwhile, the man he will replace is worshipping at his usual altar.",0.09288242273032665,positive,1,biden,1.0
635,95176,2380259108.0,"biden won't be too critical of israel, but will rather stick to his campaign of the ""two-state solution"" and support for tel aviv",0.07965688407421112,positive,1,biden,0.5454545454545454
638,129697,499073990.0,"well america? 

i say no. i am so excited i voted for  joebiden.",0.9817330313380808,positive,1,biden,0.75
643,353804,1.0290095265346684e+18,this future of our country depends on it.  biden.,0.2778238710016012,positive,1,biden,1.0
652,776076,3625214720.0,"one of the oaths i strive to live by. i share this hoping other americans also choose. redefine strength. 
 election2020results  biden  bidenharristoendthisnightmare",0.8617180585861206,positive,1,biden,0.5833333333333334
661,765471,231692806.0,"uselections2020 | meet major and champ, the future first dogs of america!

 biden  firstdogs",0.5049929809756577,positive,1,biden,0.6666666666666666
662,150785,9.048500747060306e+17,"ssworks retiring with dignity is on the ballot. 

 socialsecurity 

 vote for 
 joebiden  kamalaharrisvp   bidenharris2020 
 democrats   votebidenharris2020  votebluedownballot 
 bluewave  flipthesenateblue 
 teamjoe",0.6874584099277854,positive,1,biden,0.8709677419354839
667,92771,1.1570722569855222e+18,soledadobrien started 2 click away then i got it.  biden w/son. shows biden's the affectionate guy we've been hearing abt. some folks r just more about a smooch &amp; a hug than others. some ppl r like cold fish. some r in the middle. i know  joebiden's a deeply caring guy who'll help our country!,0.9589693901361898,positive,1,biden,0.625
670,10459,36220036.0,"fdrlst  mzhemingway an examination of how one of our earliest political parties went from a laissez faire, limited government ideology to one of marxist rooted, statist collectivism. 
 2020election  democratparty  marxism  statism  collectivism  biden  kamalaharris",-0.0061627887189388275,negative,-1,biden,0.6666666666666666
673,237182,4720227553.0,txvelocista  kildaymorgan please let them know that  biden is not ending fracking - nor is he anti-oil. he has been in pa letting people know that. he is advocating progress towards clean energy to take place over the next 30 yrs - that equates to jobs! he also believes in climate change!,0.8152801194228232,positive,1,biden,0.6
676,522794,313536147.0,"update: business insider: biden takes lead in georgia overnight (november 6, 2020; 20:48 hkt)  elections2020  election2020  vote2020  joebiden  georgia",0.45718947250861675,positive,1,biden,0.9375
678,628062,8.743729821347594e+17,owillis  joebiden  presidentelect,0.04543944727629423,positive,1,biden,1.0
688,21393,9.078264469488804e+17,"duchessboyles  vitticusr  biden!! reasonable, dignified, relaxed, focused, relatable, thoughtful, interested, actual care for improvement on the life of americans.  bidenwonthedebate hands down!!",0.9849668890237808,positive,1,biden,0.6666666666666666
689,20672,1.3042697091190252e+18,"if you are  black and  biden's bad joke is your worst problem then you must be doing ok.  but i guarantee you, if he doesn't win this election  you won't be.",-0.8676712703891098,negative,-1,biden,0.8095238095238095
699,731242,9.975761678919148e+17,"while we wait for  joebiden,  florida is still in the  covid19 crosshairs with  desantis",-0.017119756899774075,negative,-1,biden,0.5625
709,462101,385716198.0,jaketapper  foxnews called arizona last night for  biden!,0.0490150845143944,positive,1,biden,0.8333333333333334
710,132556,1480002512.0,mollyjongfast  rickabright  bidenwonthedebate  bidenharris2020  bidenwon  biden  bidencare  bidenharristosaveamerica  aocplus3  bidenharrislandslide2020,0.4524023267440498,positive,1,biden,1.0
729,575826,9.302754791137076e+17,". citizen1729  morningjoe  nbc found a safe amount of  s for  joebiden winning enough  electoralcollege votes besides te 74k+  popularvote 

 kamalaharris vp-elect - no mo q-tip.

can we trust now?",-0.20640572533011436,negative,-1,biden,0.6842105263157895
741,557451,380593503.0,"joebiden biden is the 46th president of the united states!!

let’s call it. 

 biden  presidentelect  presidentbidenvpharris",0.8024423436727375,positive,1,biden,1.0
759,315428,7.708003008778772e+17,"johnpavlovitz and make sure to vote  biden in pa wi &amp; mi and go  voteinperson if you are able, and not with drop boxes to help reduce red mirage &amp; workload to count mail-ins",0.26043426198884845,positive,1,biden,0.8974358974358975
766,749069,20658902.0,"20-60% off sitewide  sale  quotegifts  famous  quote
 gifts  zazzle  hamilton  biden  reagan  harriettubman  dickens  idabwells  hillary  rbg  marcelproust  willrogers  harrytruman  jfk  fdr  voltaire  vangogh  mozart  kamalaharris  freud 
use  code holidaygiftz  c/o ends tue",0.27995737874880433,positive,1,biden,1.0
768,17571,1.2491784750948475e+18,"fracking 101; the good and the bad   via  youtube truth america"" listen to  benshapiro praise obama/  joebiden in the 23: minute for making the u s the number 1 energy producer &amp; exporter in the world.  pennsylvania  ohio  texas  newmexico  aca  unions  usps",0.5675956793129444,positive,1,biden,0.75
772,511504,1.214862157264892e+18,"biden on his way to obtain 300  electoralvotes , projected winner in  georgia ,  pennsylvania  and  nevada

georgia's margin less than 2k votes
pennsylvania's margin 18k votes
in nevada ahead by 11k votes

secret services already in  wilmington to protect the elected  president",0.1618884950876236,positive,1,biden,0.6666666666666666
781,264948,132535895.0,"i've noticed that too

constantly moving around  joebiden making sure he's safe",0.055191748309880495,positive,1,biden,0.82
786,527086,1.2948040076182528e+18,"joebiden
 herewego",0.33518024743534625,positive,1,biden,1.0
787,320829,17753577.0,"reuters call his loans, that will end the relationship, he’s broke.

 vote
 joebiden",-0.9452809600625187,negative,-1,biden,0.5833333333333334
793,168606,94761188.0,"""kamala harris and i deeply value our partnership and will put respect back at the centre of our foreign policy,"" said democratic party's presidential nominee  joebiden in a tweet.
 uselections2020",0.9764758226228878,positive,1,biden,0.7142857142857143
796,6731,337707805.0,"smartpreppermom only 19th more days!
gop media will try and trow all the idiotic crazy conspiracy theories till then.
we need to endure only 19th more days and keep voting!
 vote
 
 joebiden",0.24083683639764786,positive,1,biden,1.0
801,266652,1.320020454044676e+18,"joebiden running up like a champ bc he is one...

 gojoe!!!

 bidenharris2020+",0.9844268418382853,positive,1,biden,0.7142857142857143
805,712257,39240673.0,"'will restore the soul of america', president-elect  joebiden in his victory speech, vp  kamalaharris declares 'we did it'",0.9371586572378874,positive,1,biden,0.8333333333333334
821,216849,9.909228834206148e+17,"""an election is not a reality show with a big reveal at the end,"" said fec commissioner ellen weintraub.
 2020election   biden2020   election2020   joebiden",0.020440751686692238,positive,1,biden,0.6
829,426943,17680607.0,biden has now won more votes nationaly they any other president in the popular vote. wisconsin,0.9425608677556738,positive,1,biden,0.6521739130434783
831,300715,1.0994127042913772e+18,vote  biden  bidencalm  votebluetosaveamerica  votebidenharris  bidenharris2020landslide,0.7693332969211042,positive,1,biden,0.7777777777777778
834,557856,380593503.0,"repmattgaetz  gaetztakes biden is the 46th president of the united states!!

let’s call it. 

 biden  presidentelect  presidentbidenvpharris",0.46150646172463894,positive,1,biden,1.0
835,177993,108277226.0,"strolltothepolls:  voteearly 
people line dancing while waiting to vote! 
 joebiden  americaneedspennsylvania  vote
  via  youtube",0.24647997226566076,positive,1,biden,0.6
859,80185,132535895.0,"hey  seanhannity

pretty sure the secret service can get you for harassment of  biden",-0.9389681848697364,negative,-1,biden,0.82
860,166661,7.910357064245821e+17,i just love these plane messages. you and  thelincolnproject and the  meidasmighty bothers have been so creative and targeted. it’s inspiring.  vote  wearamask  washyourhands  socialdistance  joebiden,0.9891737694852054,positive,1,biden,0.5
